pns_call_record_id,pns_call_receiver_glusr_id,pns_call_record_date,pns_call_duration,pns_call_record_started_at,pns_call_record_ended_at,pns_call_caller_glusr_id,pns_call_caller_city_id,pns_call_modrefname,pns_call_ref_prime_mcat,pns_call_ref_prime_mcat,pns_call_recording_url
642640747,24108739,27:13.0,137,15:27:13,15:29:30,160614693,70532,Brother Label Tape Compatible,Printer Tapes,Printer Tapes,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=0Oteys8wl5upA7YX3 3vfNIw04lhooDoktGYhAWn1XslcbqjUfymi7mEVaLzs8zl0Pbdmn EGO5349ugpTkdSksmyfhBQrDRAYcL0iD9bmg8sHglrMUdhd89HQMqPPVc
644061593,72509641,47:58.0,137,12:47:58,12:50:15,256669606,70626,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=makFod6mQpBgToW3lplkxtIw04lhooDoktGYhAWn1XuOayr/t0fFkUpoHJLPLa9ES/tAiAMJte0JPnOcW/TcOHk/ QiOC26QvxdJiNHTRpg8sHglrMUdhd89HQMqPPVc
647714703,24108739,06:23.0,137,12:06:23,12:08:40,188402995,70630,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IQhFiJ8gm58RJR13Fyj IabIalEuqtJ4CQrnrdx60JxzEfOLVncOi9xPau8Ly784OD nWkBtOOmebieQ jO7c0Q4 h7t b7B/5z ZBGodsgRp 3CtKDba6WJAFAseS
644299897,152298969,21:58.0,134,13:21:58,13:24:13,256722919,70435,,Thermal Receipt Printer,Thermal Receipt Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=qhWxsayT0THlrs fReXIC9Iw04lhooDoktGYhAWn1XswSlek0xyS5w QadUuTq/OAQJ5YSEQKZCVcDD7lSZCxL2jX2n2SiTIMyk8g3Bn2CU8sHglrMUdhd89HQMqPPVc
639104729,5057661,57:34.0,133,15:57:34,15:59:48,78040495,70469,"Green Red Non Woven Combi Wheels, 1 Pcs",Non Woven Abrasives,Non Woven Abrasives,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XxJmX9Wv6zdGE2o3NyzjfdIw04lhooDoktGYhAWn1Xtw371PCekS3n0b0NOueUo9EKxSnkaXoK8TEfND7Umwc0kyqrdow/XXf9jizbq vSA8sHglrMUdhd89HQMqPPVc
644926930,72509641,45:17.0,133,16:45:17,16:47:31,256870246,70626,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=9UqBYgzG6RCmdfoPKNthKNIw04lhooDoktGYhAWn1Xv0afrwzQotog7YqEmmifExFdsjxbEpY6fj/0cp07WRgTMPXmYqbnLrSQxz3LaAy6w8sHglrMUdhd89HQMqPPVc
639889010,5057661,22:59.0,130,20:22:59,20:25:10,120582809,73776,"Hero Green Luster, For Metal, Reagent Grade",Buffing Compounds,Buffing Compounds,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=imxJlZS0jW8R7tAqoEnqNtIw04lhooDoktGYhAWn1XvGLdo1V1H/rjs1YptGoFXW8KiSJxfRwAxj0LQn/zH9M 0cMTkbwt6UfCyKdhiq1JY8sHglrMUdhd89HQMqPPVc
644845339,42728554,56:42.0,130,12:56:42,12:58:53,153133177,90401,,Electric Drill,Electric Drill,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=9UqBYgzG6RCmdfoPKNthKNIw04lhooDoktGYhAWn1Xv8C3YXrgyWB1QzAu7/cOqjXYk1LBxo919c7edE5zpkJbGVEvsMEBto5RM4Tn9TPkY8sHglrMUdhd89HQMqPPVc
647036886,5057661,54:28.0,130,16:54:28,16:56:38,246874253,70469,Mangalam Mild Steel Welding Rod,Mangalam Mild Steel Welding Rod,Mangalam Mild Steel Welding Rod,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=c 4QXiRe0nYrelDhNhywfIabIalEuqtJ4CQrnrdx60JXjsWa2WfejR7vyzdJr4EqByJ//Um5cP7vqKmiiy0 Rj02FElKAzl0tEk/YP/34p9sgRp 3CtKDba6WJAFAseS
645533724,24108739,41:14.0,129,13:41:14,13:43:24,124996714,70733,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=JA3YrJY3sx0JfDnC/rFhEdIw04lhooDoktGYhAWn1Xuc/v0IM7YLSsNpKLHeHLkMgUdmoC/P7vMpDdsNdqgKQ/5bX5vNiVSm5QwqXFeHShM8sHglrMUdhd89HQMqPPVc
642605137,72509641,53:24.0,128,13:53:24,13:55:32,185163054,70631,Cabbage cutting machine,Vegetable Cutting Machine,Vegetable Cutting Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=0Oteys8wl5upA7YX3 3vfNIw04lhooDoktGYhAWn1Xv33wVA8 K5oj ahdf2tPi86IEM3Adu2eQV0jAAJBeHQmLDD6a5Gr1noY2R3m TiLI8sHglrMUdhd89HQMqPPVc
646683039,5057661,47:38.0,128,10:47:38,10:49:47,250928254,70469,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=rjWisXWdbw3v3BRYELOV1YabIalEuqtJ4CQrnrdx60KdXTA6QUS1Cs2b6/2tBLbffe8XDcaMjvqwvka3nliFgJlt26ZItOWaFJReH bf8YJsgRp 3CtKDba6WJAFAseS
646381789,72509641,32:16.0,128,17:32:16,17:34:25,257210650,70626,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iIQy8ACprD44GX 8iZxwpIabIalEuqtJ4CQrnrdx60K3AjW5fDexSBgxU4iXE7vGPGSYWsr1SPVn9gL40A61VBFWoMsOS5lnQRH39ByJaq1sgRp 3CtKDba6WJAFAseS
646374211,42728554,08:16.0,127,17:08:16,17:10:23,10272775,70731,Gasoline Engine Water Pump 2 Hp,Gasoline Water Pump,Gasoline Water Pump,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iIQy8ACprD44GX 8iZxwpIabIalEuqtJ4CQrnrdx60KrGeLh/LU1B4WLqrcs4eFrgjIygMRDW9sQB a5CDsfnXnFXEWDKaV6i3r75RnCtgnxQQQrPAlsRQpImVcgwjUG
642974170,24108739,56:52.0,126,10:56:52,10:58:59,251369558,70630,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=2MTKLtE9QngumD6AFA4CstIw04lhooDoktGYhAWn1XsGgM53dpfahZOh 45Z/kSzZuLOhbdUWDkaO9Aux07yrZodk56oeO48o4F/6xeQRvc8sHglrMUdhd89HQMqPPVc
640292158,24108739,24:31.0,125,10:24:31,10:26:37,204250172,73869,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iVp15cP/HiegavrJlG 0k4abIalEuqtJ4CQrnrdx60JPDbwR5xzaCFSjYkNovI2s8hY9jn8XE2ITFFb GuB9E7FXhBv0e4zTRpffXgvOO/hsgRp 3CtKDba6WJAFAseS
646983749,42728554,20:29.0,125,14:20:29,14:22:35,224206369,70466,,Rotary Hammer Drill,Rotary Hammer Drill,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=c 4QXiRe0nYrelDhNhywfIabIalEuqtJ4CQrnrdx60JdvT2yPhhlC5E x1oaZ7Urp4aS4McM0Dn8f1g1uNwejU996xDMTeVktKrGtxAvSCBsgRp 3CtKDba6WJAFAseS
648494100,72509641,42:33.0,125,15:42:33,15:44:38,57771617,83712,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=1SEni jCb0HJWYI1vEfeMNIw04lhooDoktGYhAWn1XsBNiHGuInM4dmxy865ebFiASEJ4vpnnINPl91Y9q8 2VV11pQ7FtvP50Z6hZntSN48sHglrMUdhd89HQMqPPVc
643878439,5057661,51:38.0,124,14:51:38,14:53:42,73205225,70672,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=WgY5cEVUMKK2ftid8QDbO9Iw04lhooDoktGYhAWn1XvwrQUhkctnJUnX42 5QMVX55vitCEP9h6h/A1N17mCdh7LkOqqZZkk/ZbEbCaX1Uk8sHglrMUdhd89HQMqPPVc
640625334,5057661,24:52.0,124,14:24:52,14:26:57,218592072,70487,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=//uS/DIfykfmvdPThY rvIabIalEuqtJ4CQrnrdx60LXCUobRe2LVlb1AUnS09xp1WH 3a9YfTYYzH0ZuDnTENPJSbbbw1WTHU83BjGwOcPxQQQrPAlsRQpImVcgwjUG
640951114,72509641,38:03.0,123,18:38:03,18:40:06,79046811,70626,"Garlic Peeling Machine, Stainless Steel",Garlic Peeling Machine,Garlic Peeling Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XnYiM7iMiu6zrl6 BZQhk4abIalEuqtJ4CQrnrdx60JdU7yJPO3Dr1C1JXFKi7CkmSJH9Cmx/TWlCyNOuUWDJge3b8Af9yltFZP8byobM4NsgRp 3CtKDba6WJAFAseS
641232022,5057661,18:36.0,123,10:18:36,10:20:40,102154383,73577,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=fveH9k1B8PDwukJz tCIqoabIalEuqtJ4CQrnrdx60Iz lOjCGhPNtasqvhzj7tt1OFsjZrngsMMPp1qkxRsdTWMHwkgQRdXlVk2mWOgPrBsgRp 3CtKDba6WJAFAseS
640823759,5057661,36:39.0,119,12:36:39,12:38:39,102154383,73577,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XnYiM7iMiu6zrl6 BZQhk4abIalEuqtJ4CQrnrdx60L2JLEEuTTODMe/sv4CpPMug3PHROcCfqY40dpitN25RQLefKXhWVdjoSMgSiaMi1dsgRp 3CtKDba6WJAFAseS
640373110,152298969,58:00.0,118,13:58:00,13:59:59,248857939,70699,,Android POS Machine,Android POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iVp15cP/HiegavrJlG 0k4abIalEuqtJ4CQrnrdx60KEbc9nU5bJYDhZEmpRY lEpM0W016jKPuo1g5vTljaiEElegxmG hObLzr3MqLki1sgRp 3CtKDba6WJAFAseS
638646573,152298969,58:05.0,117,14:58:05,15:00:03,16344901,70624,,Android POS Machine,Android POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=CY4XPoQCAVN7WieOcKhYddIw04lhooDoktGYhAWn1Xt5/WmKeircXPxs4BQ7M3iV/hBP8xDXr5ZbUCkwHmSz7 8AeqIxdGTysUxL/Fe84Do8sHglrMUdhd89HQMqPPVc
647815541,42728554,28:20.0,117,16:28:20,16:30:17,192102793,70751,,Electric Drill,Electric Drill,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IQhFiJ8gm58RJR13Fyj IabIalEuqtJ4CQrnrdx60I RDO4XFN09wF127OPPJFD79Q55awgV676Rv 3 zObF2czNtrMbGY/NxSwXjmdGQVsgRp 3CtKDba6WJAFAseS
639542132,152298969,08:28.0,116,14:08:28,14:10:24,88128856,70624,Shreyans 583 Bluetooth thermal receipt printer,Thermal Receipt Printer,Thermal Receipt Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=JOIH3u4EFer1AonxbOm6btIw04lhooDoktGYhAWn1XvvsCtEzc51xCwe0nm2N8dDnkpwgDlALlxj60YEnu9QD/qLdJrFJJblRLHYZaQ8msI8sHglrMUdhd89HQMqPPVc
639028363,72509641,41:15.0,116,12:41:15,12:43:12,235090901,,Semi Automatic Sugarcane Juice Machine,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XxJmX9Wv6zdGE2o3NyzjfdIw04lhooDoktGYhAWn1XujBv mMLQfoJBFs/ROg/Zhewp9Lf9ACKfmxy R7B6zkJa3YWjA5lTAGAWtUVXvnt48sHglrMUdhd89HQMqPPVc
645387173,42728554,28:31.0,116,17:28:31,17:30:28,3419924,70469,Manual Tile Cutter,Tile Cutters,Tile Cutters,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=V7zl3SNuMWRmJM3comXoUtIw04lhooDoktGYhAWn1XtvDTOL3qL08Rt50aA5C ffzLXXSxDpH02pR5rY9zRLItjM029pPovJlK62naVU Tw8sHglrMUdhd89HQMqPPVc
646855635,24108739,31:21.0,114,19:31:21,19:33:15,151605260,70532,Epson LW 700 Label Printer,Epson Barcode Printer,Epson Barcode Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=rjWisXWdbw3v3BRYELOV1YabIalEuqtJ4CQrnrdx60J1FN/oc9eZYs9Ml8IIj/y66ab31TBA/3E4B57SuMzRaNMgF4U4dux jZFn WcEvKlsgRp 3CtKDba6WJAFAseS
647449896,5057661,05:03.0,114,16:05:03,16:06:58,104449979,70469,"Mangalam Mild Steel Welding Rod, 3.15 mm X 350 mm",Mangalam Mild Steel Welding Rod,Mangalam Mild Steel Welding Rod,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token= o5N2L8VJ72KOQXGqSsiK4abIalEuqtJ4CQrnrdx60Iyd7PwqFxNSYxdaYxWcBWkwNeGI7vk3bwGsXrbrb2QfGPKbqlbAWOyJYEb 422nDlsgRp 3CtKDba6WJAFAseS
642255068,72509641,15:36.0,113,20:15:36,20:17:29,247811455,70432,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IynejgXfg5Gub4dUTx1jZNIw04lhooDoktGYhAWn1XtYq1vFfcz4A6J8xlCvvZL5UXFILZRlkSCbBN/gyPm9V1gekMFYqhBswJlEg9srnPU8sHglrMUdhd89HQMqPPVc
641893295,42728554,25:34.0,112,13:25:34,13:27:26,139785679,70426,Bike Rain canopy For Rain Protection & Sun Protection,Canopies,Canopies,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=byONy9xc8XfRD60CGbNkU9Iw04lhooDoktGYhAWn1XuNFTIl8 BLq4Dk6 uP8o72j2RfyU8xlnAZPh0eQVM8ub0G/EUChbf yFZqMlrus3U8sHglrMUdhd89HQMqPPVc
640804988,152298969,54:18.0,112,11:54:18,11:56:11,12525995,79021,Shreyans 583 Bluetooth thermal receipt printer,Thermal Receipt Printer,Thermal Receipt Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XnYiM7iMiu6zrl6 BZQhk4abIalEuqtJ4CQrnrdx60KokmDFdExTKlGXerwSeowNuC5yWOOMQFA0gUKAAsQvj/MPtl04z0Hov1l4Qwfydz9sgRp 3CtKDba6WJAFAseS
640335642,24108739,22:22.0,110,12:22:22,12:24:13,186347151,,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iVp15cP/HiegavrJlG 0k4abIalEuqtJ4CQrnrdx60JVPYiuknWbvORiNhs4e7jpAjE43NRSuME02xW8xcopdomuFOLAbmhAC87lr2I/DK7xQQQrPAlsRQpImVcgwjUG
644246857,152298969,06:43.0,109,11:06:43,11:08:33,256714984,,Shreyans Q1 Handheld Android POS (5000mAh Large Battery Backup),Android POS Machine,Android POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=qhWxsayT0THlrs fReXIC9Iw04lhooDoktGYhAWn1XtTKE7uzS8YXEMWB3ssQNmp6GPvtcUbuTY/Q2b0X7/NCJRVsSr8K/Gs3VVOOkg2PhQ8sHglrMUdhd89HQMqPPVc
640001713,42728554,54:16.0,109,13:54:16,13:56:05,102546784,90852,"MOKPRO Miter saw machine 10inch, 14 inch, 1800w",Miter Saw,Miter Saw,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iU kMXGVkrBg/184HAJy/oabIalEuqtJ4CQrnrdx60IvfYJU97Vf67jg1k9P3iE/uVbkcPET0fQAOxPTdOg/ t8Pb0Fb7NtVh76WiKlRyKHxQQQrPAlsRQpImVcgwjUG
639785593,152298969,18:32.0,108,14:18:32,14:20:21,85140565,70625,Shreyans KP206 Retail POS Thermal Receipt Printer,Retail POS Printer,Retail POS Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=imxJlZS0jW8R7tAqoEnqNtIw04lhooDoktGYhAWn1XsgwMEcOu93Pm73oxbIckK5kOJhqSNvuusKE8Qb5X80RDal QCfIYIk5n4Hpl4py408sHglrMUdhd89HQMqPPVc
644300508,152298969,24:15.0,107,13:24:15,13:26:03,46253198,70624,Pos Machine,POS Machine,POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=qhWxsayT0THlrs fReXIC9Iw04lhooDoktGYhAWn1XuH f2SAklIcSwAu9Nk5HeivfaXj8dBT1pKuK9LqXEYbrxtIFHKETeSi0UCZtcYLKI8sHglrMUdhd89HQMqPPVc
639894623,42728554,06:00.0,107,21:06:00,21:07:48,244196654,73789,Vacuum Cleaner 30 Ltr,Vacuum Cleaner,Vacuum Cleaner,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=imxJlZS0jW8R7tAqoEnqNtIw04lhooDoktGYhAWn1XtAXMKUDIzd88fQz V/01254i5/9HOj54yF0h1O2YcsWVwGETc8EBCmj6sDnDuc6X08sHglrMUdhd89HQMqPPVc
642489222,42728554,35:43.0,106,20:35:43,20:37:30,190927666,99591,0.5 HP 30 Ltr Air Compressor,Air Compressor,Air Compressor,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=qm0PHA6/yZ02Wb78/cMOQdIw04lhooDoktGYhAWn1XulFzWcF2RBjQrU4m5Ss7jAeuU3kTM9/GLxHtm5R407QgeNnTCNtDQnVMee23dpxO9sgRp 3CtKDba6WJAFAseS
642073861,24108739,13:37.0,104,11:13:37,11:15:21,180930188,70532,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IynejgXfg5Gub4dUTx1jZNIw04lhooDoktGYhAWn1XuH0m ZT9TyQoeya4ZC1xbkmlXnjJ7yJyoFW/AAUazsCzDeTJl1uoEVTbLUi/c1ySA8sHglrMUdhd89HQMqPPVc
641971766,42728554,53:18.0,104,16:53:18,16:55:02,66036475,70469,Manual Tile Cutter,Tile Cutters,Tile Cutters,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=byONy9xc8XfRD60CGbNkU9Iw04lhooDoktGYhAWn1XvRPeIKFZTPkIO3g0zIaH8iYPDdOv5ZfCRwCZ2phyzAjoGlWSCDyDCmUlNy8ByheM08sHglrMUdhd89HQMqPPVc
638980599,24108739,45:23.0,104,10:45:23,10:47:08,115263902,70630,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XxJmX9Wv6zdGE2o3NyzjfdIw04lhooDoktGYhAWn1XvXI5MsFuDWjJqV3omHXL8S12ehB4Pd09MTZfx8JeQEY6tgADrWTpHKPnbjr8kIodZsgRp 3CtKDba6WJAFAseS
642626208,152298969,49:24.0,104,14:49:24,14:51:08,46144858,69514,Shreyans SRS710 80mm Thermal Receipt Printer with USB Interface,Thermal Receipt Printer,Thermal Receipt Printer,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=0Oteys8wl5upA7YX3 3vfNIw04lhooDoktGYhAWn1XtAu03TiacmF5kwAXa5YgjpI dNh VNm8Pe97noRhroI7rKWO6AjqW48dPlBpfumeI8sHglrMUdhd89HQMqPPVc
643260776,24108739,07:39.0,104,18:07:39,18:09:24,251868675,70772,Ferrule Printing Machine Supvan TP70E,Ferrule Printing Machine,Ferrule Printing Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=8U7tNIgAL M0ZjZk5JcuWNIw04lhooDoktGYhAWn1Xu0aQKAhMFUrdcim0cZEyAN 6qp6K3zReEJ9ML2PyULc34eRcIh9Pk SFoC4 xMZkY8sHglrMUdhd89HQMqPPVc
648103432,152298969,56:06.0,103,19:56:06,19:57:50,110494798,73801,,Android POS Machine,Android POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=1L7SeDYZSLUocITjyGP5D4abIalEuqtJ4CQrnrdx60LdbYXGhQDMbehbyuQcbI5STU/DItexA2Sgb1GbN9xNOZIghXJnx8fwDJoILB/7os5sgRp 3CtKDba6WJAFAseS
646353197,42728554,07:46.0,103,16:07:46,16:09:29,257213417,,Gas Geyser Circuite/Ignitor / Lighter,Gas Geyser Spare Parts,Gas Geyser Spare Parts,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=iIQy8ACprD44GX 8iZxwpIabIalEuqtJ4CQrnrdx60LkWQywfx38CkgGEilhIfxqcMf6Wwv/8R1YhwyJvHXAEKaVDytLq4QzAJZR8qx9INjxQQQrPAlsRQpImVcgwjUG
643179086,42728554,09:57.0,103,11:09:57,11:11:41,141547000,73815,43 MOKPRO HAMMER DRILL MACHINE 0818,Hammer Drill,Hammer Drill,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=8U7tNIgAL M0ZjZk5JcuWNIw04lhooDoktGYhAWn1Xt3bHpvSzv6RH1hJ8TJS/UKzYb8JOank2xCmOa/lqca3pqSK/fgm/2tj34NMC/iKv08sHglrMUdhd89HQMqPPVc
646857763,24108739,43:36.0,103,19:43:36,19:45:20,40713061,73695,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=rjWisXWdbw3v3BRYELOV1YabIalEuqtJ4CQrnrdx60KtpoF6/tbSGM2POPZdqmQHHbqWrCICAu7qKZwCSkIW3xlQpipf1ahOLbpG65lqegZsgRp 3CtKDba6WJAFAseS
642253360,72509641,04:52.0,102,20:04:52,20:06:35,247811455,70432,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IynejgXfg5Gub4dUTx1jZNIw04lhooDoktGYhAWn1XtFMS/6xgOkwaaC6yq44e9UQMvbSzGM6mIsxwPT4P9IAjxNQMcwtdAY1AqDc1iNvQ08sHglrMUdhd89HQMqPPVc
646181404,5057661,31:30.0,102,17:31:30,17:33:13,185302135,82770,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=lOtEQh8WWao5 4god saUtIw04lhooDoktGYhAWn1XtKBg7Sw9NFJ7QIpxOocV0MqWhee8NP9B5s9A4oDOhJbmS4A9UDEFsW0aaWPFJoWmA8sHglrMUdhd89HQMqPPVc
643627933,5057661,49:22.0,102,13:49:22,13:51:05,82077035,69514,Sanding Belt,Sanding Belts,Sanding Belts,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=jHsAtKxesFpFu5A1JUdLBtIw04lhooDoktGYhAWn1XtUhXJZU/KVdbCBTjaKaAkSLzGwIu NFRap85bYSF7msoTtihztgkzR83TlqSix9Vw8sHglrMUdhd89HQMqPPVc
639472129,42728554,18:47.0,99,11:18:47,11:20:27,214283379,70627,,Electric Drill,Electric Drill,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=JOIH3u4EFer1AonxbOm6btIw04lhooDoktGYhAWn1XsJFpTOHTiB45/NfuBfVdS/PedldQlRyN/lwTL0tx0Dguna2nfn/LVJZGEo15jxHdU8sHglrMUdhd89HQMqPPVc
640523446,24108739,06:09.0,99,10:06:09,10:07:49,93297367,70624,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=//uS/DIfykfmvdPThY rvIabIalEuqtJ4CQrnrdx60IM8KJLZItcpizGHo0euBgER8r5xJOXNlVMzMUktCDefYAG/EuwdPQc78HY/6sr9VhsgRp 3CtKDba6WJAFAseS
644382203,5057661,25:46.0,99,17:25:46,17:27:26,27213881,70469,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=qhWxsayT0THlrs fReXIC9Iw04lhooDoktGYhAWn1XtQkltWfNTYT7p7P7 S1M19dNgdizIcZp9d6NCQ6XkGkpcEy4ymnr7C32WVamAzh k8sHglrMUdhd89HQMqPPVc
645218171,5057661,17:21.0,97,08:17:21,08:18:58,244761398,70461,,Flap Wheels,Flap Wheels,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=V7zl3SNuMWRmJM3comXoUtIw04lhooDoktGYhAWn1XtCZnByOy6lsUUZThqEGYO0KdCVFBiiAiuFgn4vPlJ4i2HIdK1UWIOCToom6dRglZg8sHglrMUdhd89HQMqPPVc
639069156,152298969,25:33.0,96,14:25:33,14:27:10,218556470,77849,,Android POS Machine,Android POS Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=XxJmX9Wv6zdGE2o3NyzjfdIw04lhooDoktGYhAWn1XvSQNci/5U3PpsRHXTdVaBigGoXKH70 PFZZPzrJQaj4Gdb/9ngv8mQ42xB9nuLzbk8sHglrMUdhd89HQMqPPVc
645001337,24108739,30:49.0,96,09:30:49,09:32:26,251868675,70772,"Supvan Ink Ferrule Printer Ribbons, Model Name/Number: TP-R100EB",Ferrule Printer Ribbons,Ferrule Printer Ribbons,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=bBQVO7WZjglGkvq41raz89Iw04lhooDoktGYhAWn1Xt1yY6WxCxs4C6RINyGlXxJX7xKGHAjE693OFdH9ZPNxBL6IlzgNHeLmoDdWRsqSK88sHglrMUdhd89HQMqPPVc
647269282,42728554,48:21.0,95,17:48:21,17:49:56,72227690,73838,Gas Geyser Circuite/Ignitor / Lighter,Gas Geyser Spare Parts,Gas Geyser Spare Parts,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=uO/KfeztLbgFhmVTZ1Db2IabIalEuqtJ4CQrnrdx60ILlTGezfCKm24c0ZB1fMKra9c4sQb/W8cm2dpeTdyvjL9yA5jE33bKd/VXKRj1ijJsgRp 3CtKDba6WJAFAseS
647282172,72509641,37:46.0,95,18:37:46,18:39:22,213810738,70626,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=uO/KfeztLbgFhmVTZ1Db2IabIalEuqtJ4CQrnrdx60KOpgbstPaGyB4rn19GaxDV5GGNqsRdCSmZhix4TrVKFERDMgoDl3B2L8rJpfKjivRsgRp 3CtKDba6WJAFAseS
639237701,5057661,31:33.0,94,11:31:33,11:33:08,240027544,70496,"Velcro Disc, 5 Inch",Velcro Disc,Velcro Disc,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=PHwtBLTMEFRGQonbxgMkyNIw04lhooDoktGYhAWn1XtmhGiotUBtRmB89if4l0EyhXPF/ppVm1rTVWNqmFUFjkGekOaJEeH7o5JPEt0Z1dlsgRp 3CtKDba6WJAFAseS
645465016,24108739,47:49.0,92,10:47:49,10:49:21,124996714,70733,,Label Tape,Label Tape,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=JA3YrJY3sx0JfDnC/rFhEdIw04lhooDoktGYhAWn1XtDBflVtmpO7rKP0Wjk9WBQGX6ze6LkYXmqTNcp50 8LLKVS9Jq/Z7BAvmKoaU5uzE8sHglrMUdhd89HQMqPPVc
642117936,72509641,58:01.0,91,12:58:01,12:59:32,36984089,70631,,Sugarcane Juice Machine,Sugarcane Juice Machine,https://openapi.airtel.in/gateway/airtel-xchange/callv2/recording?token=IynejgXfg5Gub4dUTx1jZNIw04lhooDoktGYhAWn1Xt/jBEyMY4MEUPy6H2OxHwSZw9Q4DEWeOb9hXR0rUCYAqO3kNPl5FDgvjrru Z2h/48sHglrMUdhd89HQMqPPVc
